Manufacturer,Year,avg_spend_per_claim_status,manufacturer_diff,price_status_drugs
Aurobindo Pharm,2014,below_average,-14100687.639999999,51
Aurobindo Pharm,2015,above_average,41616519.56,39
Aurobindo Pharm,2015,at_average,0,2
Aurobindo Pharm,2015,below_average,-26242949.84,56
Aurobindo Pharm,2016,above_average,27865973.470000003,39
Aurobindo Pharm,2016,at_average,0,1
Aurobindo Pharm,2016,below_average,-47648490.98,71
Aurobindo Pharm,2017,above_average,14482283.269999998,42
Aurobindo Pharm,2017,at_average,0,3
Aurobindo Pharm,2017,below_average,-41427214.44,66
Mylan,2013,above_average,18769041.36,97
Mylan,2013,at_average,0,34
Mylan,2013,below_average,-42899634.62,107
Mylan,2014,above_average,22401295.740000002,103
Mylan,2014,at_average,0,37
Mylan,2014,below_average,-210427173.66,119
Mylan,2015,above_average,35328475.45,95
Mylan,2015,at_average,0,38
Mylan,2015,below_average,-58199290.470000006,145
Mylan,2016,above_average,43853780.19,110
Mylan,2016,at_average,0,33
Mylan,2016,below_average,-50569062.72,154
Mylan,2017,above_average,35343776.080000006,129
Mylan,2017,at_average,0,34
Mylan,2017,below_average,-48382066.900000006,134
Lupin Pharmaceu,2013,above_average,13836905.800000018,22
Lupin Pharmaceu,2013,at_average,0,11
Lupin Pharmaceu,2013,below_average,-8136640.199999997,21
Lupin Pharmaceu,2014,above_average,17620634.479999997,27
Lupin Pharmaceu,2014,at_average,0,16
Lupin Pharmaceu,2014,below_average,-9030159.510000005,24
Lupin Pharmaceu,2015,above_average,24575378.000000007,33
Lupin Pharmaceu,2015,at_average,0,15
Lupin Pharmaceu,2015,below_average,-9997722.129999999,33
Lupin Pharmaceu,2016,above_average,51635838.19,27
Lupin Pharmaceu,2016,at_average,0,20
Lupin Pharmaceu,2016,below_average,-13215254.529999994,43
Lupin Pharmaceu,2017,above_average,38071596.45,34
Lupin Pharmaceu,2017,at_average,0,20
Lupin Pharmaceu,2017,below_average,-11816013.240000002,36
Sigma-Tau/Leadi,2013,at_average,0,8
Sigma-Tau/Leadi,2014,at_average,0,8
Sigma-Tau/Leadi,2015,at_average,0,8
Sigma-Tau/Leadi,2016,at_average,0,7
Sigma-Tau/Leadi,2016,below_average,-423600,1
Sigma-Tau/Leadi,2017,at_average,0,7
Sigma-Tau/Leadi,2017,below_average,-342100,1
Otsuka America,2013,at_average,0,3
Otsuka America,2014,at_average,0,3
Otsuka America,2015,at_average,0,4
Otsuka America,2016,at_average,0,4
Otsuka America,2016,below_average,-8050,1
Otsuka America,2017,at_average,0,4
Otsuka America,2017,below_average,-132800,1
Celgene,2013,at_average,0,6
Celgene,2014,at_average,0,7
Celgene,2015,at_average,0,7
Celgene,2016,at_average,0,7
Celgene,2017,at_average,0,7
Ranbaxy/Sun Pha,2013,above_average,3298306.659999999,5
Ranbaxy/Sun Pha,2013,at_average,0,8
Ranbaxy/Sun Pha,2013,below_average,-7982866.300000001,10
Ranbaxy/Sun Pha,2014,above_average,1890686.2999999989,7
Ranbaxy/Sun Pha,2014,at_average,0,6
Ranbaxy/Sun Pha,2014,below_average,-9280144.150000002,10
Ranbaxy/Sun Pha,2015,above_average,883236.6700000002,7
Ranbaxy/Sun Pha,2015,at_average,0,6
Ranbaxy/Sun Pha,2015,below_average,-12243930.440000003,12
Ranbaxy/Sun Pha,2016,above_average,4012186.3000000003,5
Ranbaxy/Sun Pha,2016,at_average,0,7
Ranbaxy/Sun Pha,2016,below_average,-4280758.75,14
Ranbaxy/Sun Pha,2017,above_average,3895889.4,6
Ranbaxy/Sun Pha,2017,at_average,0,6
Ranbaxy/Sun Pha,2017,below_average,-2095297.73,14
Glenmark Pharma,2013,above_average,27826448.67,30
Glenmark Pharma,2013,at_average,0,8
Glenmark Pharma,2013,below_average,-9970504.900000002,23
Glenmark Pharma,2014,above_average,22660938.520000003,24
Glenmark Pharma,2014,at_average,0,8
Glenmark Pharma,2014,below_average,-19728516.19,33
Glenmark Pharma,2015,above_average,30591551.860000003,32
Glenmark Pharma,2015,at_average,0,9
Glenmark Pharma,2015,below_average,-26562793.14,33
Glenmark Pharma,2016,above_average,31279652.12,39
Glenmark Pharma,2016,at_average,0,6
Glenmark Pharma,2016,below_average,-35494053.410000004,39
Glenmark Pharma,2017,above_average,36344312.64,38
Glenmark Pharma,2017,at_average,0,7
Glenmark Pharma,2017,below_average,-31527660.07,39
Valeant,2013,above_average,3083958.1999999993,9
Valeant,2013,at_average,0,49
Valeant,2013,below_average,-10069917.700000001,21
Valeant,2014,above_average,4319294,11
Valeant,2014,at_average,0,59
Valeant,2014,below_average,-45471469.699999996,20
Valeant,2015,above_average,7211418.1,11
Valeant,2015,at_average,0,63
Valeant,2015,below_average,-54261571.27,22
Valeant,2016,above_average,11186241.100000001,15
Valeant,2016,at_average,0,64
Valeant,2016,below_average,-47992346.43,19
Valeant,2017,above_average,7722007.25,13
Valeant,2017,at_average,0,66
Valeant,2017,below_average,-30421957.68,19
Actavis Pharma/,2013,above_average,54751099.089999996,60
Actavis Pharma/,2013,at_average,0,33
Actavis Pharma/,2013,below_average,-30592795.360000003,79
Actavis Pharma/,2014,above_average,71014841.55999999,69
Actavis Pharma/,2014,at_average,0,34
Actavis Pharma/,2014,below_average,-25508830.409999996,78
Actavis Pharma/,2015,above_average,109856097.67999999,83
Actavis Pharma/,2015,at_average,0,31
Actavis Pharma/,2015,below_average,-44004267.019999996,98
Actavis Pharma/,2016,above_average,89887644.94,88
Actavis Pharma/,2016,at_average,0,37
Actavis Pharma/,2016,below_average,-63309627.279999994,111
Actavis Pharma/,2017,above_average,82852321.76,108
Actavis Pharma/,2017,at_average,0,38
Actavis Pharma/,2017,below_average,-63888037.69,90
Alvogen Inc,2013,above_average,11549767.7,6
Alvogen Inc,2013,below_average,-3963601.2,5
Alvogen Inc,2014,above_average,22359600.099999998,9
Alvogen Inc,2014,below_average,-6091279,5
Alvogen Inc,2015,above_average,26348415.599999998,10
Alvogen Inc,2015,at_average,0,1
Alvogen Inc,2015,below_average,-6991004.7,8
Alvogen Inc,2016,above_average,22463141.8,11
Alvogen Inc,2016,at_average,0,2
Alvogen Inc,2016,below_average,-6564076,10
Alvogen Inc,2017,above_average,11732251.200000001,9
Alvogen Inc,2017,at_average,0,3
Alvogen Inc,2017,below_average,-6983595.1,11
Global Pharm,2013,above_average,1515301.1,13
Global Pharm,2013,at_average,0,2
Global Pharm,2013,below_average,-7690402.820000001,18
Global Pharm,2014,above_average,3444309.4,15
Global Pharm,2014,at_average,0,2
Global Pharm,2014,below_average,-5209133.099999999,16
Global Pharm,2015,above_average,16555756.3,15
Global Pharm,2015,at_average,0,2
Global Pharm,2015,below_average,-5297784.300000003,17
Global Pharm,2016,above_average,35993368.900000006,17
Global Pharm,2016,at_average,0,2
Global Pharm,2016,below_average,-2963891.9,17
Global Pharm,2017,above_average,15880684.7,14
Global Pharm,2017,at_average,0,5
Global Pharm,2017,below_average,-2093989.6999999993,17
Global/Impax,2013,above_average,110335.2,3
Global/Impax,2014,above_average,336933.2,3
Global/Impax,2015,above_average,410549.60000000003,3
Global/Impax,2016,above_average,248356.3,2
Global/Impax,2016,below_average,-198267.40000000002,1
Global/Impax,2017,above_average,8553.599999999999,1
Global/Impax,2017,below_average,-85572.6,2
Heritage Pharma,2013,above_average,1879792.5200000005,20
Heritage Pharma,2013,at_average,0,3
Heritage Pharma,2013,below_average,-1188403.4199999992,14
Heritage Pharma,2014,above_average,3072963.4200000004,19
Heritage Pharma,2014,at_average,0,3
Heritage Pharma,2014,below_average,-4754890.76,21
Heritage Pharma,2015,above_average,3314687.36,19
Heritage Pharma,2015,at_average,0,2
Heritage Pharma,2015,below_average,-12519270.670000002,25
Heritage Pharma,2016,above_average,3140950.5399999996,18
Heritage Pharma,2016,at_average,0,1
Heritage Pharma,2016,below_average,-11202399.790000001,28
Heritage Pharma,2017,above_average,4479021.499999999,20
Heritage Pharma,2017,at_average,0,1
Heritage Pharma,2017,below_average,-6728235.610000002,26
Roxane/West-War,2013,above_average,14104143.86,36
Roxane/West-War,2013,at_average,0,6
Roxane/West-War,2013,below_average,-3799709.299999999,24
Roxane/West-War,2014,above_average,11786391.51,42
Roxane/West-War,2014,at_average,0,7
Roxane/West-War,2014,below_average,-8465461.200000001,24
Roxane/West-War,2015,above_average,14325978.36,37
Roxane/West-War,2015,at_average,0,6
Roxane/West-War,2015,below_average,-20624495.63,33
Roxane/West-War,2016,above_average,16308631.429999998,41
Roxane/West-War,2016,at_average,0,6
Roxane/West-War,2016,below_average,-18673291.4,31
Roxane/West-War,2017,above_average,18943314.43,40
Roxane/West-War,2017,at_average,0,7
Roxane/West-War,2017,below_average,-13185207.200000001,31
Pfizer US Pharm,2013,above_average,143963.10000000015,3
Pfizer US Pharm,2013,at_average,0,52
Pfizer US Pharm,2013,below_average,-221874.90000000005,3
Pfizer US Pharm,2014,above_average,399653.2,5
Pfizer US Pharm,2014,at_average,0,54
Pfizer US Pharm,2014,below_average,-1573,1
Pfizer US Pharm,2015,above_average,1167838.5,6
Pfizer US Pharm,2015,at_average,0,55
Pfizer US Pharm,2015,below_average,-71453.60000000003,2
Pfizer US Pharm,2016,above_average,1358806,7
Pfizer US Pharm,2016,at_average,0,57
Pfizer US Pharm,2016,below_average,-3808,1
Pfizer US Pharm,2017,above_average,1483922.5,6
Pfizer US Pharm,2017,at_average,0,57
Pfizer US Pharm,2017,below_average,-184807.99999999988,2
Amneal Pharmace,2013,above_average,43998995.309999995,24
Amneal Pharmace,2013,at_average,0,2
Amneal Pharmace,2013,below_average,-45657101.27,24
Amneal Pharmace,2014,above_average,61149901.660000004,26
Amneal Pharmace,2014,at_average,0,3
Amneal Pharmace,2014,below_average,-52039756.3,27
Amneal Pharmace,2015,above_average,61118043.59,33
Amneal Pharmace,2015,at_average,0,5
Amneal Pharmace,2015,below_average,-78313782.02,29
Amneal Pharmace,2016,above_average,72878837.11,35
Amneal Pharmace,2016,at_average,0,6
Amneal Pharmace,2016,below_average,-94023417.45,41
Amneal Pharmace,2017,above_average,70794060.96,34
Amneal Pharmace,2017,at_average,0,6
Amneal Pharmace,2017,below_average,-55286909.1,42
G & W Labs.,2013,above_average,2142827.1,3
G & W Labs.,2013,at_average,0,5
G & W Labs.,2013,below_average,-929684.0000000003,5
G & W Labs.,2014,above_average,3491029.7,4
G & W Labs.,2014,at_average,0,5
G & W Labs.,2014,below_average,-2471845.8,5
G & W Labs.,2015,above_average,4653855.7,6
G & W Labs.,2015,at_average,0,5
G & W Labs.,2015,below_average,-3533364.5,7
G & W Labs.,2016,above_average,9820297.870000001,12
G & W Labs.,2016,at_average,0,5
G & W Labs.,2016,below_average,-11529765.1,11
G & W Labs.,2017,above_average,9046679.47,13
G & W Labs.,2017,at_average,0,5
G & W Labs.,2017,below_average,-9091388.379999999,10
Cumberland Phar,2013,at_average,0,3
Cumberland Phar,2014,at_average,0,3
Cumberland Phar,2015,at_average,0,3
Cumberland Phar,2016,at_average,0,3
Cumberland Phar,2017,at_average,0,3
Ahp,2013,above_average,1918502.4,61
Ahp,2013,at_average,0,1
Ahp,2013,below_average,-132026.41,37
Ahp,2014,above_average,701457.92,69
Ahp,2014,at_average,0,1
Ahp,2014,below_average,-1061344.8699999999,57
Ahp,2015,above_average,1819968.49,77
Ahp,2015,at_average,0,1
Ahp,2015,below_average,-989685.6900000001,70
Ahp,2016,above_average,1903748.63,81
Ahp,2016,at_average,0,1
Ahp,2016,below_average,-713008.86,74
Ahp,2017,above_average,1252436.07,61
Ahp,2017,at_average,0,1
Ahp,2017,below_average,-643644.6599999999,94
Hi-Tech/Akorn C,2013,above_average,13309603.420000002,23
Hi-Tech/Akorn C,2013,at_average,0,3
Hi-Tech/Akorn C,2013,below_average,-6001983.32,16
Hi-Tech/Akorn C,2014,above_average,11763485.850000001,22
Hi-Tech/Akorn C,2014,at_average,0,4
Hi-Tech/Akorn C,2014,below_average,-11709853.43,18
Hi-Tech/Akorn C,2015,above_average,15781809.209999999,20
Hi-Tech/Akorn C,2015,at_average,0,5
Hi-Tech/Akorn C,2015,below_average,-4272413.18,22
Hi-Tech/Akorn C,2016,above_average,28321859.9,20
Hi-Tech/Akorn C,2016,at_average,0,6
Hi-Tech/Akorn C,2016,below_average,-6884650.329999999,22
Hi-Tech/Akorn C,2017,above_average,19814055.54,24
Hi-Tech/Akorn C,2017,at_average,0,5
Hi-Tech/Akorn C,2017,below_average,-4304935.909999999,19
Mallinckrodt Ph,2013,above_average,1853004.1199999996,7
Mallinckrodt Ph,2013,at_average,0,3
Mallinckrodt Ph,2013,below_average,-41455160.599999994,9
Mallinckrodt Ph,2014,above_average,4492844.239999999,9
Mallinckrodt Ph,2014,at_average,0,3
Mallinckrodt Ph,2014,below_average,-31970727.50000001,9
Mallinckrodt Ph,2015,above_average,5329292.24,8
Mallinckrodt Ph,2015,at_average,0,3
Mallinckrodt Ph,2015,below_average,-39003667.7,11
Mallinckrodt Ph,2016,above_average,5872929.820000002,8
Mallinckrodt Ph,2016,at_average,0,2
Mallinckrodt Ph,2016,below_average,-33765718.50000001,12
Mallinckrodt Ph,2017,above_average,3756141.0600000005,9
Mallinckrodt Ph,2017,at_average,0,3
Mallinckrodt Ph,2017,below_average,-39726424.4,10
Mckesson Packag,2013,above_average,435733.35,13
Mckesson Packag,2013,below_average,-36792.39,30
Mckesson Packag,2014,above_average,59845.35,22
Mckesson Packag,2014,below_average,-181552.23,27
Mckesson Packag,2015,above_average,1069320.31,31
Mckesson Packag,2015,below_average,-125823.27000000002,22
Mckesson Packag,2016,above_average,2812242.27,36
Mckesson Packag,2016,at_average,0,1
Mckesson Packag,2016,below_average,-141197.52,24
Mckesson Packag,2017,above_average,1257107.31,31
Mckesson Packag,2017,at_average,0,1
Mckesson Packag,2017,below_average,-362321.0299999999,29
Morton Grove Ph,2013,above_average,10072850.200000001,11
Morton Grove Ph,2013,at_average,0,3
Morton Grove Ph,2013,below_average,-3367735.0299999993,15
Morton Grove Ph,2014,above_average,10880497.6,10
Morton Grove Ph,2014,at_average,0,2
Morton Grove Ph,2014,below_average,-4677455.510000001,18
Morton Grove Ph,2015,above_average,11354315.799999999,12
Morton Grove Ph,2015,at_average,0,3
Morton Grove Ph,2015,below_average,-8138963.9399999995,15
Morton Grove Ph,2016,above_average,11311615.140000002,13
Morton Grove Ph,2016,at_average,0,2
Morton Grove Ph,2016,below_average,-7519500.759999999,15
Morton Grove Ph,2017,above_average,8757163.68,9
Morton Grove Ph,2017,at_average,0,3
Morton Grove Ph,2017,below_average,-6558954.61,18
Mylan Instituti,2013,above_average,6963920.39,92
Mylan Instituti,2013,at_average,0,11
Mylan Instituti,2013,below_average,-1391451.1600000001,44
Mylan Instituti,2014,above_average,3222032.71,71
Mylan Instituti,2014,at_average,0,11
Mylan Instituti,2014,below_average,-2122100.5,85
Mylan Instituti,2015,above_average,9745538.09,95
Mylan Instituti,2015,at_average,0,14
Mylan Instituti,2015,below_average,-3103789.35,73
Mylan Instituti,2016,above_average,16229869.239999998,97
Mylan Instituti,2016,at_average,0,11
Mylan Instituti,2016,below_average,-4671701.68,78
Mylan Instituti,2017,above_average,13642621.4,82
Mylan Instituti,2017,at_average,0,12
Mylan Instituti,2017,below_average,-4475014.16,92
Pharmaceutical,2013,above_average,1716722.1300000001,17
Pharmaceutical,2013,at_average,0,3
Pharmaceutical,2013,below_average,-2359020.4000000004,7
Pharmaceutical,2014,above_average,3273138.61,18
Pharmaceutical,2014,at_average,0,2
Pharmaceutical,2014,below_average,-2748221.2,7
Pharmaceutical,2015,above_average,3921695.8,18
Pharmaceutical,2015,at_average,0,2
Pharmaceutical,2015,below_average,-3271957.0599999996,9
Pharmaceutical,2016,above_average,4519582.699999999,17
Pharmaceutical,2016,at_average,0,1
Pharmaceutical,2016,below_average,-3484638.3999999994,11
Pharmaceutical,2017,above_average,3937274.3599999994,16
Pharmaceutical,2017,at_average,0,2
Pharmaceutical,2017,below_average,-6167286.99,11
Qualitest/Par P,2013,above_average,16360980.53,32
Qualitest/Par P,2013,at_average,0,17
Qualitest/Par P,2013,below_average,-22650672.270000003,52
Qualitest/Par P,2014,above_average,21915222.68,42
Qualitest/Par P,2014,at_average,0,16
Qualitest/Par P,2014,below_average,-39829509.03,54
Qualitest/Par P,2015,above_average,35908885.5,42
Qualitest/Par P,2015,at_average,0,16
Qualitest/Par P,2015,below_average,-40829045.58,60
Qualitest/Par P,2016,above_average,36089442.639999986,49
Qualitest/Par P,2016,at_average,0,15
Qualitest/Par P,2016,below_average,-24876057.91,55
Qualitest/Par P,2017,above_average,32261176.84,49
Qualitest/Par P,2017,at_average,0,16
Qualitest/Par P,2017,below_average,-11722925.570000002,54
Teva USA,2013,above_average,36181527.870000005,82
Teva USA,2013,at_average,0,45
Teva USA,2013,below_average,-78168244.97000001,108
Teva USA,2014,above_average,79959051.86999999,95
Teva USA,2014,at_average,0,50
Teva USA,2014,below_average,-82119187.77,104
Teva USA,2015,above_average,80443698.74000001,95
Teva USA,2015,at_average,0,41
Teva USA,2015,below_average,-122497264.7,127
Teva USA,2016,above_average,62825124.95,109
Teva USA,2016,at_average,0,39
Teva USA,2016,below_average,-140207694.41,126
Teva USA,2017,above_average,43582174.90000001,109
Teva USA,2017,at_average,0,44
Teva USA,2017,below_average,-116319587.60000001,121
Lannett Co. Inc,2013,above_average,753468.8400000011,10
Lannett Co. Inc,2013,at_average,0,1
Lannett Co. Inc,2013,below_average,-3200091.44,17
Lannett Co. Inc,2014,above_average,1488705.549999999,13
Lannett Co. Inc,2014,at_average,0,1
Lannett Co. Inc,2014,below_average,-973769.8099999999,17
Lannett Co. Inc,2015,above_average,3262708.52,17
Lannett Co. Inc,2015,at_average,0,2
Lannett Co. Inc,2015,below_average,-2011410.7700000014,14
Lannett Co. Inc,2016,above_average,9860051.52,20
Lannett Co. Inc,2016,at_average,0,1
Lannett Co. Inc,2016,below_average,-1310116.99,14
Lannett Co. Inc,2017,above_average,15898391.41,19
Lannett Co. Inc,2017,at_average,0,2
Lannett Co. Inc,2017,below_average,-2864262.39,14
Taro Pharm USA,2013,above_average,8054069.28,18
Taro Pharm USA,2013,at_average,0,5
Taro Pharm USA,2013,below_average,-11874017.48,32
Taro Pharm USA,2014,above_average,7229722.190000001,27
Taro Pharm USA,2014,at_average,0,6
Taro Pharm USA,2014,below_average,-18904050.37,25
Taro Pharm USA,2015,above_average,15350411.120000001,32
Taro Pharm USA,2015,at_average,0,6
Taro Pharm USA,2015,below_average,-12174518.93,24
Taro Pharm USA,2016,above_average,17575696.84,32
Taro Pharm USA,2016,at_average,0,6
Taro Pharm USA,2016,below_average,-13535717.51,27
Taro Pharm USA,2017,above_average,17295519.27,26
Taro Pharm USA,2017,at_average,0,8
Taro Pharm USA,2017,below_average,-12283552.280000001,31
Zydus Pharmaceu,2013,above_average,18389778.48,23
Zydus Pharmaceu,2013,at_average,0,1
Zydus Pharmaceu,2013,below_average,-16775998.22,19
Zydus Pharmaceu,2014,above_average,15721881.68,31
Zydus Pharmaceu,2014,below_average,-20199830.15,26
Zydus Pharmaceu,2015,above_average,19279677.119999997,28
Zydus Pharmaceu,2015,at_average,0,1
Zydus Pharmaceu,2015,below_average,-24244967.21,32
Zydus Pharmaceu,2016,above_average,21520891.389999997,29
Zydus Pharmaceu,2016,at_average,0,2
Zydus Pharmaceu,2016,below_average,-23817532.84,36
Zydus Pharmaceu,2017,above_average,18873791.320000004,34
Zydus Pharmaceu,2017,at_average,0,1
Zydus Pharmaceu,2017,below_average,-22350347.800000004,32
X-Gen Pharmaceu,2013,above_average,1052734.9,6
X-Gen Pharmaceu,2013,at_average,0,6
X-Gen Pharmaceu,2013,below_average,-804.0999999999947,2
X-Gen Pharmaceu,2014,above_average,1120697.18,9
X-Gen Pharmaceu,2014,at_average,0,6
X-Gen Pharmaceu,2014,below_average,-492.80000000000007,1
X-Gen Pharmaceu,2015,above_average,785669.78,10
X-Gen Pharmaceu,2015,at_average,0,6
X-Gen Pharmaceu,2015,below_average,-44014.2,3
X-Gen Pharmaceu,2016,above_average,631216.91,9
X-Gen Pharmaceu,2016,at_average,0,7
X-Gen Pharmaceu,2016,below_average,-210148.58000000002,6
X-Gen Pharmaceu,2017,above_average,641964.28,8
X-Gen Pharmaceu,2017,at_average,0,7
X-Gen Pharmaceu,2017,below_average,-405234.62,7
X-Gen/Novaplus,2013,below_average,-424.8,1
X-Gen/Novaplus,2014,below_average,-325,1
X-Gen/Novaplus,2015,below_average,-13800,1
X-Gen/Novaplus,2016,below_average,-3746.7999999999997,1
X-Gen/Novaplus,2017,below_average,-12292.4,1
B.Braun,2013,above_average,1153418.8,2
B.Braun,2013,at_average,0,10
B.Braun,2013,below_average,-8015130.1,21
B.Braun,2014,above_average,1398265.8,3
B.Braun,2014,at_average,0,10
B.Braun,2014,below_average,-3357755.15,21
B.Braun,2015,above_average,2326943.0999999996,3
B.Braun,2015,at_average,0,12
B.Braun,2015,below_average,-10443673.76,21
B.Braun,2016,above_average,7972756.999999998,8
B.Braun,2016,at_average,0,12
B.Braun,2016,below_average,-935005.76,16
B.Braun,2017,above_average,33555845.8,13
B.Braun,2017,at_average,0,12
B.Braun,2017,below_average,-489400.26000000007,11
Baxter Healthca,2013,above_average,4028044.8999999994,24
Baxter Healthca,2013,at_average,0,31
Baxter Healthca,2013,below_average,-4013877.599999997,12
Baxter Healthca,2014,above_average,4598597.199999999,29
Baxter Healthca,2014,at_average,0,30
Baxter Healthca,2014,below_average,-226667.60000000006,8
Baxter Healthca,2015,above_average,9577071,24
Baxter Healthca,2015,at_average,0,29
Baxter Healthca,2015,below_average,-1260975.2999999998,14
Baxter Healthca,2016,above_average,3240281.2,15
Baxter Healthca,2016,at_average,0,30
Baxter Healthca,2016,below_average,-13272999.800000004,23
Baxter Healthca,2017,above_average,3725233.6,16
Baxter Healthca,2017,at_average,0,30
Baxter Healthca,2017,below_average,-33854603.8,22
Hospira/Icu Med,2013,above_average,5225127.3,10
Hospira/Icu Med,2013,at_average,0,4
Hospira/Icu Med,2013,below_average,-946923.1000000001,12
Hospira/Icu Med,2014,above_average,1366411.8,10
Hospira/Icu Med,2014,at_average,0,4
Hospira/Icu Med,2014,below_average,-739590,12
Hospira/Icu Med,2015,above_average,2363005.8,10
Hospira/Icu Med,2015,at_average,0,4
Hospira/Icu Med,2015,below_average,-962580.9999999999,12
Hospira/Icu Med,2016,above_average,6974947,14
Hospira/Icu Med,2016,at_average,0,4
Hospira/Icu Med,2016,below_average,-419591.1,8
Hospira/Icu Med,2017,above_average,5607100.8,10
Hospira/Icu Med,2017,at_average,0,4
Hospira/Icu Med,2017,below_average,-1047474.5,12
Amer. Regent,2013,above_average,3201967.82,13
Amer. Regent,2013,at_average,0,7
Amer. Regent,2013,below_average,-3579959.8300000005,13
Amer. Regent,2014,above_average,3171992.5300000003,13
Amer. Regent,2014,at_average,0,8
Amer. Regent,2014,below_average,-1180465.5100000002,13
Amer. Regent,2015,above_average,3627202.5,10
Amer. Regent,2015,at_average,0,8
Amer. Regent,2015,below_average,-3922128.2300000004,16
Amer. Regent,2016,above_average,8025686.93,14
Amer. Regent,2016,at_average,0,8
Amer. Regent,2016,below_average,-1643041.620000001,12
Amer. Regent,2017,above_average,15396374.219999999,15
Amer. Regent,2017,at_average,0,8
Amer. Regent,2017,below_average,-1227911.0699999998,11
App/Fresenius K*,2013,above_average,261486.1000000002,1
App/Fresenius K*,2013,at_average,0,1
App/Fresenius K*,2013,below_average,-156686.59999999998,3
App/Fresenius K*,2014,above_average,1138943.7999999998,3
App/Fresenius K*,2014,at_average,0,1
App/Fresenius K*,2014,below_average,-6755.1,1
App/Fresenius K*,2015,above_average,3717849.6999999997,2
App/Fresenius K*,2015,at_average,0,1
App/Fresenius K*,2015,below_average,-254647.59999999998,2
App/Fresenius K*,2016,above_average,1603388.4000000006,2
App/Fresenius K*,2016,at_average,0,1
App/Fresenius K*,2016,below_average,-387264.8,2
App/Fresenius K*,2017,above_average,9575956.9,2
App/Fresenius K*,2017,at_average,0,1
App/Fresenius K*,2017,below_average,-384360.60000000003,2
Perrigo Co.,2013,above_average,15418253.709999999,25
Perrigo Co.,2013,at_average,0,23
Perrigo Co.,2013,below_average,-16911216.270000007,37
Perrigo Co.,2014,above_average,21866177.209999997,40
Perrigo Co.,2014,at_average,0,23
Perrigo Co.,2014,below_average,-11295043.479999999,31
Perrigo Co.,2015,above_average,34370350.339999996,37
Perrigo Co.,2015,at_average,0,27
Perrigo Co.,2015,below_average,-27450336.52,41
Perrigo Co.,2016,above_average,39598476.56999999,34
Perrigo Co.,2016,at_average,0,30
Perrigo Co.,2016,below_average,-41535027.16,44
Perrigo Co.,2017,above_average,33834319.36000001,36
Perrigo Co.,2017,at_average,0,30
Perrigo Co.,2017,below_average,-36321210.64,42
Major Pharmaceu,2013,above_average,2514533.3,49
Major Pharmaceu,2013,at_average,0,27
Major Pharmaceu,2013,below_average,-945509.09,27
Major Pharmaceu,2014,above_average,604343.82,38
Major Pharmaceu,2014,at_average,0,28
Major Pharmaceu,2014,below_average,-1243181.96,53
Major Pharmaceu,2015,above_average,1380883.65,54
Major Pharmaceu,2015,at_average,0,29
Major Pharmaceu,2015,below_average,-1412971.05,48
Major Pharmaceu,2016,above_average,2009045.7200000002,65
Major Pharmaceu,2016,at_average,0,30
Major Pharmaceu,2016,below_average,-544847.8099999999,47
Major Pharmaceu,2017,above_average,1882287.82,54
