Brand Name,Year,brandspend,branddose,brandclaims,brandbens,avgspendperclaim,nomchngspend,nomchngdose,nomchngclaims,nomchngbens,nomchngspendperclaim,perchngspend,perchngdose,perchngclaims,perchngbens,perchngspendperclaim,Description
Adacel Tdap*,2014,1510000,43654,43647,43565,34.59573395651476,1400000,52766,52769,52640,-5.136380202499854,0.9722222222222223,1.3044907848057457,1.304710100135987,1.3039385682437454,-0.14426451200701848,"This vaccine is used to keep up protection (immunity) against diphtheria, tetanus (lockjaw) and pertussis (whooping cough) in children and adults who have been vaccinated for these diseases in the past. Vaccination is the best way to protect against these life-threatening diseases. Vaccines work by causing the body to produce its own protection (antibodies). Booster doses are needed to keep up immunity because antibody levels may become too low over time to provide the needed protection."
Adacel Tdap*,2015,2150000,65790,65783,65645,32.6832160284572,1400000,52766,52769,52640,-5.136380202499854,0.9722222222222223,1.3044907848057457,1.304710100135987,1.3039385682437454,-0.14426451200701848,"This vaccine is used to keep up protection (immunity) against diphtheria, tetanus (lockjaw) and pertussis (whooping cough) in children and adults who have been vaccinated for these diseases in the past. Vaccination is the best way to protect against these life-threatening diseases. Vaccines work by causing the body to produce its own protection (antibodies). Booster doses are needed to keep up immunity because antibody levels may become too low over time to provide the needed protection."
Adacel Tdap*,2016,3250000,102684,102682,102422,31.651117040961413,1400000,52766,52769,52640,-5.136380202499854,0.9722222222222223,1.3044907848057457,1.304710100135987,1.3039385682437454,-0.14426451200701848,"This vaccine is used to keep up protection (immunity) against diphtheria, tetanus (lockjaw) and pertussis (whooping cough) in children and adults who have been vaccinated for these diseases in the past. Vaccination is the best way to protect against these life-threatening diseases. Vaccines work by causing the body to produce its own protection (antibodies). Booster doses are needed to keep up immunity because antibody levels may become too low over time to provide the needed protection."
Adacel Tdap*,2017,2840000,93215.5,93214,93010,30.467526337245477,1400000,52766,52769,52640,-5.136380202499854,0.9722222222222223,1.3044907848057457,1.304710100135987,1.3039385682437454,-0.14426451200701848,"This vaccine is used to keep up protection (immunity) against diphtheria, tetanus (lockjaw) and pertussis (whooping cough) in children and adults who have been vaccinated for these diseases in the past. Vaccination is the best way to protect against these life-threatening diseases. Vaccines work by causing the body to produce its own protection (antibodies). Booster doses are needed to keep up immunity because antibody levels may become too low over time to provide the needed protection."
Orencia*,2013,305000000,12958445.5,171176,20790,1781.791839977567,395000000,2170249.5,29870,3619,1699.998397082608,1.2950819672131146,0.1674776114156593,0.17449876150862265,0.17407407407407405,0.9540948380951231,"This medication is used to treat rheumatoid arthritis, a condition in which the body's own defense system (immune system) attacks healthy tissue. This leads to swelling in the joints, which causes pain and makes it harder to move. Abatacept works by weakening your immune system. This effect helps to slow down joint damage and reduce joint pain and swelling so you can move better. This medication is also used to treat other types of arthritis (such as juvenile idiopathic arthritis, psoriatic arthritis)."
Orencia*,2014,353000000,12530023.9,166213,20137,2123.7809316960765,395000000,2170249.5,29870,3619,1699.998397082608,1.2950819672131146,0.1674776114156593,0.17449876150862265,0.17407407407407405,0.9540948380951231,"This medication is used to treat rheumatoid arthritis, a condition in which the body's own defense system (immune system) attacks healthy tissue. This leads to swelling in the joints, which causes pain and makes it harder to move. Abatacept works by weakening your immune system. This effect helps to slow down joint damage and reduce joint pain and swelling so you can move better. This medication is also used to treat other types of arthritis (such as juvenile idiopathic arthritis, psoriatic arthritis)."
Orencia*,2015,466000000,13159444.7,175161,21167,2660.409566056371,395000000,2170249.5,29870,3619,1699.998397082608,1.2950819672131146,0.1674776114156593,0.17449876150862265,0.17407407407407405,0.9540948380951231,"This medication is used to treat rheumatoid arthritis, a condition in which the body's own defense system (immune system) attacks healthy tissue. This leads to swelling in the joints, which causes pain and makes it harder to move. Abatacept works by weakening your immune system. This effect helps to slow down joint damage and reduce joint pain and swelling so you can move better. This medication is also used to treat other types of arthritis (such as juvenile idiopathic arthritis, psoriatic arthritis)."
Orencia*,2016,597000000,14351804,190822,22852,3128.570081017912,395000000,2170249.5,29870,3619,1699.998397082608,1.2950819672131146,0.1674776114156593,0.17449876150862265,0.17407407407407405,0.9540948380951231,"This medication is used to treat rheumatoid arthritis, a condition in which the body's own defense system (immune system) attacks healthy tissue. This leads to swelling in the joints, which causes pain and makes it harder to move. Abatacept works by weakening your immune system. This effect helps to slow down joint damage and reduce joint pain and swelling so you can move better. This medication is also used to treat other types of arthritis (such as juvenile idiopathic arthritis, psoriatic arthritis)."
Orencia*,2017,700000000,15128695,201046,24409,3481.790237060175,395000000,2170249.5,29870,3619,1699.998397082608,1.2950819672131146,0.1674776114156593,0.17449876150862265,0.17407407407407405,0.9540948380951231,"This medication is used to treat rheumatoid arthritis, a condition in which the body's own defense system (immune system) attacks healthy tissue. This leads to swelling in the joints, which causes pain and makes it harder to move. Abatacept works by weakening your immune system. This effect helps to slow down joint damage and reduce joint pain and swelling so you can move better. This medication is also used to treat other types of arthritis (such as juvenile idiopathic arthritis, psoriatic arthritis)."
Acyclovir Sodium,2013,207000,513049,486,154,425.9259259259259,-162500,98857,-1,14,-334.1733486063383,-0.7850241545893719,0.19268529906500165,-0.002057613168724326,0.09090909090909083,-0.784580905423577,"This medication is used in certain people to treat outbreaks of herpes simplex infection of the skin (e.g., genitals), mucous membrane areas (e.g., mouth, nose), or brain. It is also used in certain people to treat shingles infection. The viruses that cause these infections live in the body quietly until an outbreak occurs. Acyclovir does not cure these infections, but can speed healing of the sores, decrease pain/itching/formation of new sores, and lower the risk of other problems from the virus (e.g., infection spreading to other parts of the body/organs, persistent pain after sores heal)."
Acyclovir Sodium,2014,262000,640741,595,196,440.33613445378154,-162500,98857,-1,14,-334.1733486063383,-0.7850241545893719,0.19268529906500165,-0.002057613168724326,0.09090909090909083,-0.784580905423577,"This medication is used in certain people to treat outbreaks of herpes simplex infection of the skin (e.g., genitals), mucous membrane areas (e.g., mouth, nose), or brain. It is also used in certain people to treat shingles infection. The viruses that cause these infections live in the body quietly until an outbreak occurs. Acyclovir does not cure these infections, but can speed healing of the sores, decrease pain/itching/formation of new sores, and lower the risk of other problems from the virus (e.g., infection spreading to other parts of the body/organs, persistent pain after sores heal)."
Acyclovir Sodium,2015,292000,711586,677,173,431.31462333825704,-162500,98857,-1,14,-334.1733486063383,-0.7850241545893719,0.19268529906500165,-0.002057613168724326,0.09090909090909083,-0.784580905423577,"This medication is used in certain people to treat outbreaks of herpes simplex infection of the skin (e.g., genitals), mucous membrane areas (e.g., mouth, nose), or brain. It is also used in certain people to treat shingles infection. The viruses that cause these infections live in the body quietly until an outbreak occurs. Acyclovir does not cure these infections, but can speed healing of the sores, decrease pain/itching/formation of new sores, and lower the risk of other problems from the virus (e.g., infection spreading to other parts of the body/organs, persistent pain after sores heal)."
Acyclovir Sodium,2016,231000,570114,564,176,409.5744680851064,-162500,98857,-1,14,-334.1733486063383,-0.7850241545893719,0.19268529906500165,-0.002057613168724326,0.09090909090909083,-0.784580905423577,"This medication is used in certain people to treat outbreaks of herpes simplex infection of the skin (e.g., genitals), mucous membrane areas (e.g., mouth, nose), or brain. It is also used in certain people to treat shingles infection. The viruses that cause these infections live in the body quietly until an outbreak occurs. Acyclovir does not cure these infections, but can speed healing of the sores, decrease pain/itching/formation of new sores, and lower the risk of other problems from the virus (e.g., infection spreading to other parts of the body/organs, persistent pain after sores heal)."
Acyclovir Sodium,2017,44500,611906,485,168,91.75257731958763,-162500,98857,-1,14,-334.1733486063383,-0.7850241545893719,0.19268529906500165,-0.002057613168724326,0.09090909090909083,-0.784580905423577,"This medication is used in certain people to treat outbreaks of herpes simplex infection of the skin (e.g., genitals), mucous membrane areas (e.g., mouth, nose), or brain. It is also used in certain people to treat shingles infection. The viruses that cause these infections live in the body quietly until an outbreak occurs. Acyclovir does not cure these infections, but can speed healing of the sores, decrease pain/itching/formation of new sores, and lower the risk of other problems from the virus (e.g., infection spreading to other parts of the body/organs, persistent pain after sores heal)."
Eylea,2013,1130000000,1115703.5,518628,108421,2178.8256708083636,1340000000,1450431.5,644019,120948,-54.36312972753694,1.1858407079646018,1.300015192208324,1.2417744510516209,1.115540347349683,-0.02495065596843631,"Aflibercept is used to treat certain serious eye conditions (such as wet age-related macular degeneration - wet AMD, macular edema following central retinal vein occlusion, diabetic macular edema). This medication can help preserve vision and prevent blindness. Aflibercept belongs to a class of drugs known as growth factor inhibitors. It works by slowing the growth of abnormal new blood vessels in the eye and decreasing leakage from these blood vessels."
Eylea,2014,1340000000,1344743,625096,132473,2143.670732175538,1340000000,1450431.5,644019,120948,-54.36312972753694,1.1858407079646018,1.300015192208324,1.2417744510516209,1.115540347349683,-0.02495065596843631,"Aflibercept is used to treat certain serious eye conditions (such as wet age-related macular degeneration - wet AMD, macular edema following central retinal vein occlusion, diabetic macular edema). This medication can help preserve vision and prevent blindness. Aflibercept belongs to a class of drugs known as growth factor inhibitors. It works by slowing the growth of abnormal new blood vessels in the eye and decreasing leakage from these blood vessels."
Eylea,2015,1870000000,1883061.3,866552,179986,2157.9778247583527,1340000000,1450431.5,644019,120948,-54.36312972753694,1.1858407079646018,1.300015192208324,1.2417744510516209,1.115540347349683,-0.02495065596843631,"Aflibercept is used to treat certain serious eye conditions (such as wet age-related macular degeneration - wet AMD, macular edema following central retinal vein occlusion, diabetic macular edema). This medication can help preserve vision and prevent blindness. Aflibercept belongs to a class of drugs known as growth factor inhibitors. It works by slowing the growth of abnormal new blood vessels in the eye and decreasing leakage from these blood vessels."
Eylea,2016,2250000000,2292463.7,1047032,210340,2148.9314557721254,1340000000,1450431.5,644019,120948,-54.36312972753694,1.1858407079646018,1.300015192208324,1.2417744510516209,1.115540347349683,-0.02495065596843631,"Aflibercept is used to treat certain serious eye conditions (such as wet age-related macular degeneration - wet AMD, macular edema following central retinal vein occlusion, diabetic macular edema). This medication can help preserve vision and prevent blindness. Aflibercept belongs to a class of drugs known as growth factor inhibitors. It works by slowing the growth of abnormal new blood vessels in the eye and decreasing leakage from these blood vessels."
Eylea,2017,2470000000,2566135,1162647,229369,2124.4625410808267,1340000000,1450431.5,644019,120948,-54.36312972753694,1.1858407079646018,1.300015192208324,1.2417744510516209,1.115540347349683,-0.02495065596843631,"Aflibercept is used to treat certain serious eye conditions (such as wet age-related macular degeneration - wet AMD, macular edema following central retinal vein occlusion, diabetic macular edema). This medication can help preserve vision and prevent blindness. Aflibercept belongs to a class of drugs known as growth factor inhibitors. It works by slowing the growth of abnormal new blood vessels in the eye and decreasing leakage from these blood vessels."
